id_persona,clave_sobrevivencia,nombre,sexo,clase_viaje,id_bote,id_cuerpo,edad,cantidad_parientes,cantidad_familiares,acompañantes,rango_edad,sobrevivencia,clase,acompañada
10341,1,"Lemore, Mrs. (Amelia Milley)",MUJER,2,14,,34.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10342,0,"Leyson, Mr. Robert William Norman",HOMBRE,2,,108.0,24.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10343,0,"Mack, Mrs. (Mary)",MUJER,2,,52.0,57.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10344,1,"Mellors, Mr. William John",HOMBRE,2,B,,19.0,0,0,0,JOVENES,VIVIÓ,SEGUNDA CLASE,SOLA
10345,0,"Mitchell, Mr. Henry Michael",HOMBRE,2,,,70.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10346,0,"Mudd, Mr. Thomas Charles",HOMBRE,2,,,16.0,0,0,0,JOVENES,MURIÓ,SEGUNDA CLASE,SOLA
10347,1,"Nye, Mrs. (Elizabeth Ramell)",MUJER,2,11,,29.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10348,1,"Oxenham, Mr. Percy Thomas",HOMBRE,2,13,,22.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10349,0,"Pain, Dr. Alfred",HOMBRE,2,,,23.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10350,0,"Parker, Mr. Clifford Richard",HOMBRE,2,,,28.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10351,0,"Pengelly, Mr. Frederick William",HOMBRE,2,,,19.0,0,0,0,JOVENES,MURIÓ,SEGUNDA CLASE,SOLA
10352,0,"Reeves, Mr. David",HOMBRE,2,,,36.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10353,1,"Ridsdale, Miss. Lucy",MUJER,2,13,,50.0,0,0,0,ADULTOS MAYORES,VIVIÓ,SEGUNDA CLASE,SOLA
10354,0,"Rogers, Mr. Reginald Harry",HOMBRE,2,,,19.0,0,0,0,JOVENES,MURIÓ,SEGUNDA CLASE,SOLA
10355,1,"Rugg, Miss. Emily",MUJER,2,12,,21.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10356,0,"Slemen, Mr. Richard James",HOMBRE,2,,,35.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10357,0,"Stokes, Mr. Philip Joseph",HOMBRE,2,,81.0,25.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10358,1,"Toomey, Miss. Ellen",MUJER,2,9,,50.0,0,0,0,ADULTOS MAYORES,VIVIÓ,SEGUNDA CLASE,SOLA
10359,1,"Troutt, Miss. Edwina Celia ""Winnie""",MUJER,2,16,,27.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10360,0,"Ware, Mr. William Jeffery",HOMBRE,2,,,23.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10361,0,"Wheadon, Mr. Edward H",HOMBRE,2,,,66.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10362,0,"Lamb, Mr. John Joseph",HOMBRE,2,,,,0,0,0,,MURIÓ,SEGUNDA CLASE,SOLA
10363,0,"Andrew, Mr. Edgardo Samuel",HOMBRE,2,,,18.0,0,0,0,JOVENES,MURIÓ,SEGUNDA CLASE,SOLA
10364,0,"Bailey, Mr. Percy Andrew",HOMBRE,2,,,18.0,0,0,0,JOVENES,MURIÓ,SEGUNDA CLASE,SOLA
10365,0,"Cotterill, Mr. Henry ""Harry""",HOMBRE,2,,,21.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10366,0,"Giles, Mr. Edgar",HOMBRE,2,,,21.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10367,0,"Giles, Mr. Frederick Edward",HOMBRE,2,,,21.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10368,0,"Hocking, Mr. Richard George",HOMBRE,2,,,23.0,2,1,3,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10369,1,"Lehmann, Miss. Bertha",MUJER,2,12,,17.0,0,0,0,JOVENES,VIVIÓ,SEGUNDA CLASE,SOLA
10370,0,"Hunt, Mr. George Henry",HOMBRE,2,,,33.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10371,1,"Keane, Miss. Nora A",MUJER,2,10,,,0,0,0,,VIVIÓ,SEGUNDA CLASE,SOLA
10372,0,"Keane, Mr. Daniel",HOMBRE,2,,,35.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10373,0,"Kirkland, Rev. Charles Leonard",HOMBRE,2,,,57.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10374,0,"Lingane, Mr. John",HOMBRE,2,,,61.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10375,1,"Slayter, Miss. Hilda Mary",MUJER,2,13,,30.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10376,0,"Bateman, Rev. Robert James",HOMBRE,2,,174.0,51.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10377,1,"Trout, Mrs. William H (Jessie L)",MUJER,2,,,28.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10378,1,"Portaluppi, Mr. Emilio Ilario Giuseppe",HOMBRE,2,14,,30.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10379,0,"Levy, Mr. Rene Jacques",HOMBRE,2,,,36.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10380,0,"Wheeler, Mr. Edwin ""Frederick""",HOMBRE,2,,,,0,0,0,,MURIÓ,SEGUNDA CLASE,SOLA
10381,0,"Aldworth, Mr. Charles Augustus",HOMBRE,2,,,30.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10382,0,"Ashby, Mr. John",HOMBRE,2,,,57.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10383,1,"Ball, Mrs. (Ada E Hall)",MUJER,2,10,,36.0,0,0,0,MEDIANA EDAD,VIVIÓ,SEGUNDA CLASE,SOLA
10384,1,"Beesley, Mr. Lawrence",HOMBRE,2,13,,34.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10385,1,"Bentham, Miss. Lilian W",MUJER,2,12,,19.0,0,0,0,JOVENES,VIVIÓ,SEGUNDA CLASE,SOLA
10386,0,"Berriman, Mr. William John",HOMBRE,2,,,23.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10387,0,"Botsford, Mr. William Hull",HOMBRE,2,,,26.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10388,0,"Bowenur, Mr. Solomon",HOMBRE,2,,,42.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10389,0,"Bracken, Mr. James H",HOMBRE,2,,,27.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10390,1,"Brown, Miss. Amelia ""Mildred""",MUJER,2,11,,24.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10391,1,"Buss, Miss. Kate",MUJER,2,9,,36.0,0,0,0,MEDIANA EDAD,VIVIÓ,SEGUNDA CLASE,SOLA
10392,0,"Butler, Mr. Reginald Fenton",HOMBRE,2,,97.0,25.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10393,0,"Byles, Rev. Thomas Roussel Davids",HOMBRE,2,,,42.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10394,1,"Bystrom, Mrs. (Karolina)",MUJER,2,,,42.0,0,0,0,MEDIANA EDAD,VIVIÓ,SEGUNDA CLASE,SOLA
10395,0,"Carbines, Mr. William",HOMBRE,2,,18.0,19.0,0,0,0,JOVENES,MURIÓ,SEGUNDA CLASE,SOLA
10396,0,"Collander, Mr. Erik Gustaf",HOMBRE,2,,,28.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10397,0,"Corbett, Mrs. Walter H (Irene Colvin)",MUJER,2,,,30.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10398,1,"Davis, Miss. Mary",MUJER,2,13,,28.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10399,0,"De Brito, Mr. Jose Joaquim",HOMBRE,2,,,32.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10400,0,"Eitemiller, Mr. George Floyd",HOMBRE,2,,,23.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10401,0,"Enander, Mr. Ingvar",HOMBRE,2,,,21.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10402,0,"Fahlstrom, Mr. Arne Jonas",HOMBRE,2,,,18.0,0,0,0,JOVENES,MURIÓ,SEGUNDA CLASE,SOLA
10403,0,"Fox, Mr. Stanley Hubert",HOMBRE,2,,236.0,36.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10404,0,"Funk, Miss. Annie Clemmer",MUJER,2,,,38.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10405,1,"Garside, Miss. Ethel",MUJER,2,12,,34.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10406,0,"Gill, Mr. John William",HOMBRE,2,,155.0,24.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10407,0,"Gillespie, Mr. William Henry",HOMBRE,2,,,34.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10408,0,"Givard, Mr. Hans Kristensen",HOMBRE,2,,305.0,30.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10409,0,"Greenberg, Mr. Samuel",HOMBRE,2,,19.0,52.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10410,0,"Hale, Mr. Reginald",HOMBRE,2,,75.0,30.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10411,0,"Harbeck, Mr. William H",HOMBRE,2,,35.0,44.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10412,0,"Hiltunen, Miss. Marta",MUJER,2,,,18.0,1,1,2,JOVENES,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10413,0,"Hocking, Mr. Samuel James Metcalfe",HOMBRE,2,,,36.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10414,0,"Hodges, Mr. Henry Price",HOMBRE,2,,149.0,50.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10415,1,"Hosono, Mr. Masabumi",HOMBRE,2,10,,42.0,0,0,0,MEDIANA EDAD,VIVIÓ,SEGUNDA CLASE,SOLA
10416,0,"Matthews, Mr. William John",HOMBRE,2,,,30.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10417,0,"Mccrie, Mr. James Matthew",HOMBRE,2,,,30.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10418,0,"Meyer, Mr. August",HOMBRE,2,,,39.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10419,0,"Milling, Mr. Jacob Christian",HOMBRE,2,,271.0,48.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10420,0,"Montvila, Rev. Juozas",HOMBRE,2,,,27.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10421,0,"Nesson, Mr. Israel",HOMBRE,2,,,26.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10422,0,"Otter, Mr. Richard",HOMBRE,2,,,39.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10423,0,"Peruschitz, Rev. Joseph Maria",HOMBRE,2,,,41.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10424,1,"Pinsky, Mrs. (Rosa)",MUJER,2,9,,32.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10425,0,"Ponesell, Mr. Martin",HOMBRE,2,,,34.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10426,1,"Reynaldo, Ms. Encarnacion",MUJER,2,9,,28.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10427,0,"Schmidt, Mr. August",HOMBRE,2,,,26.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10428,0,"Sedgwick, Mr. Charles Frederick Waddington",HOMBRE,2,,,25.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10429,1,"Silven, Miss. Lyyli Karoliina",MUJER,2,16,,18.0,0,2,2,JOVENES,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10430,1,"Sinkkonen, Miss. Anna",MUJER,2,10,,30.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10431,1,"Smith, Miss. Marion Elsie",MUJER,2,9,,40.0,0,0,0,MEDIANA EDAD,VIVIÓ,SEGUNDA CLASE,SOLA
10432,0,"Sobey, Mr. Samuel James Hayden",HOMBRE,2,,,25.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10433,0,"Swane, Mr. George",HOMBRE,2,,294.0,18.5,0,0,0,JOVENES,MURIÓ,SEGUNDA CLASE,SOLA
10434,0,"Troupiansky, Mr. Moses Aaron",HOMBRE,2,,,23.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10435,0,"Veal, Mr. James",HOMBRE,2,,,40.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10436,1,"Webber, Miss. Susan",MUJER,2,12,,32.5,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10437,1,"Wilhelms, Mr. Charles",HOMBRE,2,9,,31.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10438,1,"Williams, Mr. Charles Eugene",HOMBRE,2,14,,,0,0,0,,VIVIÓ,SEGUNDA CLASE,SOLA
10439,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",MUJER,2,,,24.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10440,0,"Chapman, Mr. Charles Henry",HOMBRE,2,,130.0,52.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10441,0,"Giles, Mr. Ralph",HOMBRE,2,,297.0,24.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10442,1,"Kelly, Mrs. Florence ""Fannie""",MUJER,2,9,,45.0,0,0,0,ADULTOS MAYORES,VIVIÓ,SEGUNDA CLASE,SOLA
10443,0,"Mccrae, Mr. Arthur Gordon",HOMBRE,2,,209.0,32.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10444,0,"Norman, Mr. Robert Douglas",HOMBRE,2,,287.0,28.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10445,0,"Sjostedt, Mr. Ernst Adolf",HOMBRE,2,,,59.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10446,1,"Wright, Miss. Marion",MUJER,2,9,,26.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10447,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",MUJER,2,11,,23.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10448,1,"Duran Y More, Miss. Asuncion",MUJER,2,12,,27.0,1,0,1,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10449,1,"Duran Y More, Miss. Florentina",MUJER,2,12,,30.0,1,0,1,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10450,1,"Pallas Y Castello, Mr. Emilio",HOMBRE,2,9,,29.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10451,1,"Nourney, Mr. Alfred (""Baron Von Drachstedt"")",HOMBRE,2,7,,20.0,0,0,0,JOVENES,VIVIÓ,SEGUNDA CLASE,SOLA
10452,1,"Padro Y Manent, Mr. Julian",HOMBRE,2,9,,,0,0,0,,VIVIÓ,SEGUNDA CLASE,SOLA
10453,0,"Moraweck, Dr. Ernest",HOMBRE,2,,,54.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10454,1,"Hamalainen, Master. Viljo",HOMBRE,2,4,,0.6667,1,1,2,INFANTES,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10455,1,"Hamalainen, Mrs. William (Anna)",MUJER,2,4,,24.0,0,2,2,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10456,0,"Jarvis, Mr. John Denzil",HOMBRE,2,,,47.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10457,0,"Pulbaum, Mr. Franz",HOMBRE,2,,,27.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10458,0,"Malachard, Mr. Noel",HOMBRE,2,,,,0,0,0,,MURIÓ,SEGUNDA CLASE,SOLA
10459,0,"Richard, Mr. Emile",HOMBRE,2,,,23.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10460,0,"Stanton, Mr. Samuel Ward",HOMBRE,2,,,41.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10461,0,"Pernot, Mr. Rene",HOMBRE,2,,,,0,0,0,,MURIÓ,SEGUNDA CLASE,SOLA
10462,0,"Mangiavacchi, Mr. Serafino Emilio",HOMBRE,2,,,,0,0,0,,MURIÓ,SEGUNDA CLASE,SOLA
10463,1,"Watt, Miss. Bertha J",MUJER,2,9,,12.0,0,0,0,JOVENES,VIVIÓ,SEGUNDA CLASE,SOLA
10464,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",MUJER,2,9,,40.0,0,0,0,MEDIANA EDAD,VIVIÓ,SEGUNDA CLASE,SOLA
10465,1,"Hewlett, Mrs. (Mary D Kingcome) ",MUJER,2,13,,55.0,0,0,0,ADULTOS MAYORES,VIVIÓ,SEGUNDA CLASE,SOLA
10466,0,"Maybery, Mr. Frank Hubert",HOMBRE,2,,,40.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10467,1,"Richards, Master. George Sibley",HOMBRE,2,4,,0.8333,1,1,2,INFANTES,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10468,1,"Richards, Master. William Rowe",HOMBRE,2,4,,3.0,1,1,2,INFANTES,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10469,1,"Richards, Mrs. Sidney (Emily Hocking)",MUJER,2,4,,24.0,2,3,5,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10470,1,"Mellinger, Miss. Madeleine Violet",MUJER,2,14,,13.0,0,1,1,JOVENES,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10471,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",MUJER,2,14,,41.0,0,1,1,MEDIANA EDAD,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10472,1,"Cameron, Miss. Clear Annie",MUJER,2,14,,35.0,0,0,0,MEDIANA EDAD,VIVIÓ,SEGUNDA CLASE,SOLA
10473,0,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",MUJER,2,,,,0,0,0,,MURIÓ,SEGUNDA CLASE,SOLA
10474,0,"Gale, Mr. Harry",HOMBRE,2,,,38.0,1,0,1,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10475,0,"Gale, Mr. Shadrach",HOMBRE,2,,,34.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10476,0,"Karnes, Mrs. J Frank (Claire Bennett)",MUJER,2,,,22.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10477,1,"Phillips, Miss. Alice Frances Louisa",MUJER,2,12,,21.0,0,1,1,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10478,0,"Phillips, Mr. Escott Robert",HOMBRE,2,,,43.0,0,1,1,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10479,0,"Renouf, Mr. Peter Henry",HOMBRE,2,12,,34.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10480,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",MUJER,2,,,30.0,3,0,3,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10481,0,"Turpin, Mr. William John Robert",HOMBRE,2,,,29.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10482,0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",MUJER,2,,,27.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10483,1,"Walcroft, Miss. Nellie",MUJER,2,14,,31.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10484,0,"Ware, Mr. John James",HOMBRE,2,,,30.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10485,1,"Ware, Mrs. John James (Florence Louise Long)",MUJER,2,10,,31.0,0,0,0,ADULTOS,VIVIÓ,SEGUNDA CLASE,SOLA
10486,1,"Doling, Miss. Elsie",MUJER,2,,,18.0,0,1,1,JOVENES,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10487,1,"Doling, Mrs. John T (Ada Julia Bone)",MUJER,2,,,34.0,0,1,1,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10488,1,"Hocking, Miss. Ellen ""Nellie""",MUJER,2,4,,20.0,2,1,3,JOVENES,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10489,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",MUJER,2,4,,54.0,1,3,4,ADULTOS MAYORES,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10490,1,"Wells, Master. Ralph Lester",HOMBRE,2,14,,2.0,1,1,2,INFANTES,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10491,1,"Wells, Miss. Joan",MUJER,2,14,,4.0,1,1,2,INFANTES,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10492,1,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",MUJER,2,14,,29.0,0,2,2,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10493,0,"Abelson, Mr. Samuel",HOMBRE,2,,,30.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10494,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",MUJER,2,10,,28.0,1,0,1,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10495,0,"Angle, Mr. William A",HOMBRE,2,,,34.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10496,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",MUJER,2,11,,36.0,1,0,1,MEDIANA EDAD,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10497,1,"Beane, Mr. Edward",HOMBRE,2,13,,32.0,1,0,1,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10498,1,"Beane, Mrs. Edward (Ethel Clarke)",MUJER,2,13,,19.0,1,0,1,JOVENES,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10499,0,"Beauchamp, Mr. Henry James",HOMBRE,2,,,28.0,0,0,0,ADULTOS,MURIÓ,SEGUNDA CLASE,SOLA
10500,1,"Bryhl, Miss. Dagmar Jenny Ingeborg ",MUJER,2,12,,20.0,1,0,1,JOVENES,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10501,0,"Bryhl, Mr. Kurt Arnold Gottfrid",HOMBRE,2,,,25.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10502,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",MUJER,2,,,44.0,1,0,1,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10503,0,"Carter, Rev. Ernest Courtenay",HOMBRE,2,,,54.0,1,0,1,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10504,0,"Chapman, Mr. John Henry",HOMBRE,2,,17.0,37.0,1,0,1,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10505,0,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",MUJER,2,,,29.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10506,0,"Clarke, Mr. Charles Valentine",HOMBRE,2,,,29.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10507,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",MUJER,2,14,,28.0,1,0,1,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10508,0,"Downton, Mr. William James",HOMBRE,2,,,54.0,0,0,0,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,SOLA
10509,0,"Faunthorpe, Mr. Harry",HOMBRE,2,,286.0,40.0,1,0,1,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10510,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",MUJER,2,16,,29.0,1,0,1,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10511,0,"Fynney, Mr. Joseph J",HOMBRE,2,,322.0,35.0,0,0,0,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,SOLA
10512,0,"Gaskell, Mr. Alfred",HOMBRE,2,,,16.0,0,0,0,JOVENES,MURIÓ,SEGUNDA CLASE,SOLA
10513,0,"Hold, Mr. Stephen",HOMBRE,2,,,44.0,1,0,1,MEDIANA EDAD,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10514,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",MUJER,2,10,,29.0,1,0,1,ADULTOS,VIVIÓ,SEGUNDA CLASE,ACOMPAÑADA
10515,0,"Howard, Mr. Benjamin",HOMBRE,2,,,63.0,1,0,1,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10516,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",MUJER,2,,,60.0,1,0,1,ADULTOS MAYORES,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
10517,0,"Kantor, Mr. Sinai",HOMBRE,2,,283.0,34.0,1,0,1,ADULTOS,MURIÓ,SEGUNDA CLASE,ACOMPAÑADA
